indicator_id,database,total_count,missing_count,missing_percentage,indicator_label
CR.2.RUR.F.WPIA,sdg,269,0,0.0,"Completion rate, lower secondary education, rural, female, adjusted wealth parity index (WPIA)"
OAEPG.H.2.RUR.GPIA,sdg,380,0,0.0,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, adjusted gender parity index (household survey data) (GPIA)"
NARA.AGM1.URB.Q2.GPIA,sdg,269,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, adjusted gender parity index (GPIA)"
SCHBSP.1.WWATA,sdg,985,0,0.0,Proportion of primary schools with access to basic drinking water (%)
CR.2.Q2.LPIA,sdg,278,0,0.0,"Completion rate, lower secondary education, second quintile, adjusted location parity index (LPIA)"
NARA.AGM1.RUR,sdg,573,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, rural, both sexes (%)"
CR.3.RUR,sdg,1115,0,0.0,"Completion rate, upper secondary education, rural, both sexes (%)"
CR.3.Q5.F,sdg,639,0,0.0,"Completion rate, upper secondary education, richest quintile, female (%)"
ROFST.3.M.CP,sdg,2425,0,0.0,"Out-of-school rate for youth of upper secondary school age, male (%)"
EA.6T8.AG25T99.F.LPIA,sdg,868,0,0.0,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
EA.1T8.AG25T99.F.LPIA,sdg,1132,0,0.0,"Educational attainment rate, completed primary education or higher, population 25+ years, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q2.M.LPIA,sdg,272,0,0.0,"Adjusted attendance rate, one year before the official primary entry age, second quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q1.F,sdg,314,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, female (%)"
ICTSKILLATTACH.AGUNDER15Y.F,sdg,67,0,0.0,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), under 15 years old, female (%)"
ICTSKILLPROGLANG,sdg,386,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)"
PRYA.12MO.AG15T64,sdg,1177,0,0.0,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, 15-64 years old, both sexes (%)"
EA.6T8.AG25T99.LPIA,sdg,891,0,0.0,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, adjusted location parity index (LPIA)"
CR.1.RUR.GPIA,sdg,571,0,0.0,"Completion rate, primary education, rural, adjusted gender parity index (GPIA)"
OAEPG.H.2.URB.M,sdg,408,0,0.0,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, male (household survey data) (%)"
CR.2.URB.WPIA,sdg,550,0,0.0,"Completion rate, lower secondary education, urban, adjusted wealth parity index (WPIA)"
ROFST.H.3.URB.WPIA,sdg,535,0,0.0,"Out-of-school rate for youth of upper secondary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
XUNIT.GDPCAP.2T3.FSHH.FFNTR,sdg,694,0,0.0,Initial household funding per secondary student as a percentage of GDP per capita
OAEPG.H.2.URB,sdg,408,0,0.0,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, both sexes (household survey data) (%)"
CR.3.RUR.M.WPIA,sdg,258,0,0.0,"Completion rate, upper secondary education, rural, male, adjusted wealth parity index (WPIA)"
ROFST.H.2.RUR.Q5.GPIA,sdg,271,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
NARA.AGM1.RUR.F.WPIA,sdg,264,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, rural, female, adjusted wealth parity index (WPIA)"
ROFST.H.1.Q5.M,sdg,360,0,0.0,"Out-of-school rate for children of primary school age, richest quintile, male (household survey data) (%)"
EV1524P.2T5.V.F,sdg,2439,0,0.0,"Proportion of 15- to 24-year-olds enrolled in vocational education, female (%)"
XGDP.FSGOV.FFNTR,sdg,2509,0,0.0,Initial government expenditure on education as a percentage of GDP (%)
CR.1.URB.Q1.F,sdg,608,0,0.0,"Completion rate, primary education, urban, poorest quintile, female (%)"
ROFST.H.1.Q2.M,sdg,361,0,0.0,"Out-of-school rate for children of primary school age, second quintile, male (household survey data) (%)"
LR.AG25T64.LPIA,sdg,586,0,0.0,"Literacy rate, population 25-64 years, adjusted location parity index (LPIA)"
XUNIT.GDPCAP.02.FSGOV.FFNTR,sdg,1647,0,0.0,Initial government funding per pre-primary student as a percentage of GDP per capita
ROFST.H.3.RUR.Q3.F,sdg,345,0,0.0,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.1.URB.F.WPIA,sdg,275,0,0.0,"Out-of-school rate for children of primary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.1.URB.Q1.M,sdg,490,0,0.0,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, poorest quintile, male (household survey data) (%)"
CR.2.URB.Q1.M,sdg,595,0,0.0,"Completion rate, lower secondary education, urban, poorest quintile, male (%)"
EA.6T8.AG25T99.M,sdg,1465,0,0.0,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, male (%)"
CR.1.Q2.M,sdg,640,0,0.0,"Completion rate, primary education, second quintile, male (%)"
EA.5T8.AG25T99.RUR,sdg,1107,0,0.0,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, both sexes (%)"
ICTSKILLCOPI.AG15T24.F,sdg,166,0,0.0,"Proportion of youth and adults who have copied or moved a file or folder, 15-24 years old, female (%)"
ICTSKILLFORMULA.AG15T24.F,sdg,246,0,0.0,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, 15-24 years old, female (%)"
CR.2.RUR.Q1.M,sdg,605,0,0.0,"Completion rate, lower secondary education, rural, poorest quintile, male (%)"
CR.1.URB.Q4.F,sdg,637,0,0.0,"Completion rate, primary education, urban, fourth quintile, female (%)"
EA.8.AG25T99.URB,sdg,616,0,0.0,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, urban, both sexes (%)"
CR.3.Q3.M,sdg,643,0,0.0,"Completion rate, upper secondary education, middle quintile, male (%)"
EA.S1T8.AG25T99.RUR.GPIA,sdg,1070,0,0.0,"Educational attainment: at least some primary (ISCED 1), population 25+ years, rural, adjusted gender parity index (GPIA)"
OAEPG.H.2.WPIA,sdg,382,0,0.0,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, adjusted wealth parity index (household survey data) (WPIA)"
CR.1.Q5.M.LPIA,sdg,274,0,0.0,"Completion rate, primary education, richest quintile, male, adjusted location parity index (LPIA)"
ROFST.H.3.Q5.F.LPIA,sdg,270,0,0.0,"Out-of-school rate for youth of upper secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.URB.Q4.M,sdg,352,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, male (household survey data) (%)"
LR.AG25T64.URB,sdg,640,0,0.0,"Literacy rate, population 25-64 years, urban, both sexes (%)"
N.ATTACKS,sdg,837,0,0.0,"Number of attacks on students, personnel and institutions"
CR.3.Q2.GPIA,sdg,270,0,0.0,"Completion rate, upper secondary education, second quintile, adjusted gender parity index (GPIA)"
ICTSKILLATTACH.F,sdg,144,0,0.0,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)"
CR.3.URB.GPIA,sdg,595,0,0.0,"Completion rate, upper secondary education, urban, adjusted gender parity index (GPIA)"
ICTSKILLTRANSFERFILE.AG15T24,sdg,255,0,0.0,"Proportion of youth and adults who have transferred files between a computer and other devices, 15-24 years old, both sexes (%)"
ROFST.H.3.M.WPIA,sdg,277,0,0.0,"Out-of-school rate for youth of upper secondary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
EA.1T8.AG25T99.GPIA,sdg,1810,0,0.0,"Educational attainment rate, completed primary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
EA.4T8.AG25T99.RUR,sdg,1117,0,0.0,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, both sexes (%)"
PER.BULLIED.2.LOWSES,sdg,257,0,0.0,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, low socio-economic status, both sexes (%)"
READ.PRIMARY,sdg,296,0,0.0,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)"
LR.AG65T99.URB.M,sdg,638,0,0.0,"Elderly literacy rate, population 65+ years, urban, male (%)"
EA.2T8.AG25T99.RUR.M,sdg,1282,0,0.0,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, male (%)"
MATH.G2T3.M,sdg,75,0,0.0,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, male (%)"
CR.1.RUR.M,sdg,677,0,0.0,"Completion rate, primary education, rural, male (%)"
ICTSKILLTRANSFERFILE.RUR,sdg,145,0,0.0,"Proportion of youth and adults who have transferred files between a computer and other devices, rural, both sexes (%)"
MATH.G2T3.WPIA,sdg,42,0,0.0,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, adjusted wealth parity index (WPIA)"
ROFST.H.1.RUR.Q1,sdg,589,0,0.0,"Out-of-school rate for children of primary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.3.URB.M,sdg,980,0,0.0,"Out-of-school rate for youth of upper secondary school age, urban, male (household survey data) (%)"
LR.AG15T99.RUR.GPIA,sdg,481,0,0.0,"Adult literacy rate, population 15+ years, rural, adjusted gender parity index (GPIA)"
LR.AG15T24.F.LPIA,sdg,481,0,0.0,"Youth literacy rate, population 15-24 years, female, adjusted location parity index (LPIA)"
EA.8.AG25T99.F,sdg,1241,0,0.0,"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, female (%)"
ROFST.H.3.URB.Q4.GPIA,sdg,278,0,0.0,"Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.RUR.Q5.F,sdg,326,0,0.0,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, richest quintile, female (household survey data) (%)"
LR.AG65T99.F.LPIA,sdg,478,0,0.0,"Elderly literacy rate, population 65+ years, female, adjusted location parity index (LPIA)"
QUTP.2.M,sdg,558,0,0.0,"Percentage of qualified teachers in lower secondary education, male (%)"
FHLANGILP.PRIMARY.URB,sdg,57,0,0.0,"Percentage of students at the end of primary education who have their first or home language as language of instruction, urban, both sexes (%)"
TRTP.2T3.GPIA,sdg,1115,0,0.0,"Proportion of teachers with the minimum required qualifications in secondary education, adjusted gender parity index (GPIA)"
ROFST.H.2.Q3.M,sdg,363,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male (household survey data) (%)"
EA.1T8.AG25T99.URB.M,sdg,1266,0,0.0,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, male (%)"
ICTSKILLDUPLIC.AGUNDER15Y.M,sdg,71,0,0.0,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, under 15 years old, male (%)"
CR.3.URB.Q5,sdg,642,0,0.0,"Completion rate, upper secondary education, urban, richest quintile, both sexes (%)"
ICTSKILLDUPLIC.URB.GPIA,sdg,126,0,0.0,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, urban, adjusted gender parity index (GPIA)"
EA.1T8.AG25T99.Q1,sdg,379,0,0.0,"Educational attainment rate, completed primary education or higher, population 25+ years, poorest quintile, both sexes (%)"
ROFST.H.3.Q3.LPIA,sdg,277,0,0.0,"Out-of-school rate for youth of upper secondary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
QUTP.3.M,sdg,521,0,0.0,"Percentage of qualified teachers in upper secondary education, male (%)"
CR.3.RUR.Q4,sdg,604,0,0.0,"Completion rate, upper secondary education, rural, fourth quintile, both sexes (%)"
XUNIT.PPPCONST.02.FSGOV.FFNTR,sdg,1574,0,0.0,"Initial government funding per pre-primary student, constant PPP$"
ICTSKILLTRANSFERFILE.AGUNDER15Y.GPIA,sdg,67,0,0.0,"Proportion of youth and adults who have Transferred files between a computer and other devices, under 15 years old, adjusted gender parity index (GPIA)"
ROFST.H.2.Q4.F.LPIA,sdg,278,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ICTSKILLSOFTWARE.AG25T74.F,sdg,216,0,0.0,"Proportion of youth and adults who have found, downloaded, installed and configured software, 25-74 years old, female (%)"
NARA.AGM1.Q3.M.LPIA,sdg,274,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, male, adjusted location parity index (LPIA)"
ICTSKILLDUPLIC.AGUNDER15Y.F,sdg,71,0,0.0,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, under 15 years old, female (%)"
CR.3.Q5.M,sdg,641,0,0.0,"Completion rate, upper secondary education, richest quintile, male (%)"
PER.BULLIED.2.F,sdg,342,0,0.0,"Percentage of students experiencing bullying in the last 12 months in lower secondary education, female (%)"
ROFST.H.1.Q1.F,sdg,361,0,0.0,"Out-of-school rate for children of primary school age, poorest quintile, female (household survey data) (%)"
GAR.5T8.URB.Q2,sdg,307,0,0.0,"Gross attendance ratio for tertiary education, urban, second quintile, both sexes (%)"
ICTSKILLCONNEC.GPIA,sdg,173,0,0.0,"Proportion of youth and adults who have connected and installed new devices, adjusted gender parity index (GPIA)"
ROFST.H.2.Q1,sdg,616,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, both sexes (household survey data) (%)"
ICTSKILLTRANSFERFILE.AGUNDER15Y.M,sdg,67,0,0.0,"Proportion of youth and adults who have transferred files between a computer and other devices, under 15 years old, male (%)"
LR.AG65T99.LPIA,sdg,589,0,0.0,"Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)"
GAR.5T8.URB.Q3.F,sdg,20,0,0.0,"Gross attendance ratio for tertiary education, urban, middle quintile, female (%)"
CR.2.RUR.Q3.M,sdg,603,0,0.0,"Completion rate, lower secondary education, rural, middle quintile, male (%)"
CR.3.RUR.Q2,sdg,612,0,0.0,"Completion rate, upper secondary education, rural, second quintile, both sexes (%)"
TATTRR.1.M,sdg,263,0,0.0,"Teacher attrition rate from primary education, male (%)"
CR.2.Q5.F,sdg,635,0,0.0,"Completion rate, lower secondary education, richest quintile, female (%)"
SCHBSP.1.WTOILA,sdg,833,0,0.0,Proportion of primary schools with single-sex basic sanitation facilities (%)
LR.AG65T99.F,sdg,877,0,0.0,"Elderly literacy rate, population 65+ years, female (%)"
ROFST.H.3.Q4.GPIA,sdg,278,0,0.0,"Out-of-school rate for youth of upper secondary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.URB.Q2.M,sdg,340,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, male (household survey data) (%)"
CR.3.Q1.M.LPIA,sdg,241,0,0.0,"Completion rate, upper secondary education, poorest quintile, male, adjusted location parity index (LPIA)"
ROFST.H.2.RUR.WPIA,sdg,494,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
PREPFUTURE.1.MATH.F,sdg,216,0,0.0,"Proportion of children/young people at the age of primary education prepared for the future in mathematics, female (%)"
ICTSKILLTRANSFERFILE.AG75OROVER.F,sdg,53,0,0.0,"Proportion of youth and adults who have transferred files between a computer and other devices, 75 years old or over, female (%)"
OAEPG.H.1.RUR.Q5,sdg,502,0,0.0,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, richest quintile, both sexes (household survey data) (%)"
CR.2.URB.Q2,sdg,631,0,0.0,"Completion rate, lower secondary education, urban, second quintile, both sexes (%)"
CR.3.RUR.Q1.GPIA,sdg,254,0,0.0,"Completion rate, upper secondary education, rural, poorest quintile, adjusted gender parity index (GPIA)"
PREPFUTURE.1.READ.GPIA,sdg,220,0,0.0,"Proportion of children/young people at the age of primary education prepared for the future in reading, adjusted gender parity index (GPIA)"
ROFST.H.2.Q5.GPIA,sdg,279,0,0.0,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
NARA.AGM1.RUR.Q1.F,sdg,308,0,0.0,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, female (%)"
ROFST.H.3.Q2.F.LPIA,sdg,273,0,0.0,"Out-of-school rate for youth of upper secondary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ICTSKILLCONNEC.F,sdg,173,0,0.0,"Proportion of youth and adults who have connected and installed new devices, female (%)"
CR.2.RUR.Q4.GPIA,sdg,279,0,0.0,"Completion rate, lower secondary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
ICTSKILLCOPI.AG75OROVER.M,sdg,32,0,0.0,"Proportion of youth and adults who have copied or moved a file or folder, 75 years old or over, male (%)"
CR.1.URB.Q3.GPIA,sdg,281,0,0.0,"Completion rate, primary education, urban, middle quintile, adjusted gender parity index (GPIA)"
ICTSKILLPROGLANG.AG75OROVER,sdg,43,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, 75 years old or over, both sexes (%)"
ROFST.H.3.RUR.Q3.M,sdg,345,0,0.0,"Out-of-school rate for youth of upper secondary school age, rural, middle quintile, male (household survey data) (%)"
ROFST.H.1.Q4.GPIA,sdg,281,0,0.0,"Out-of-school rate for children of primary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
CR.1.Q1.LPIA,sdg,275,0,0.0,"Completion rate, primary education, poorest quintile, adjusted location parity index (LPIA)"
ICTSKILLPROGLANG.URB,sdg,150,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, urban, both sexes (%)"
GAR.5T8.URB.Q5.M,sdg,21,0,0.0,"Gross attendance ratio for tertiary education, urban, richest quintile, male (%)"
YADULT.PROFINUMERACY.LOWSES,sdg,38,0,0.0,"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, low socio-economic status (%)"
ROFST.H.1.Q4.F,sdg,359,0,0.0,"Out-of-school rate for children of primary school age, fourth quintile, female (household survey data) (%)"
ICTSKILLTRANSFERFILE.AG75OROVER,sdg,79,0,0.0,"Proportion of youth and adults who have transferred files between a computer and other devices, 75 years old or over, both sexes (%)"
ICTSKILLTRANSFERFILE.AGUNDER15Y.F,sdg,67,0,0.0,"Proportion of youth and adults who have transferred files between a computer and other devices, under 15 years old, female (%)"
ICTSKILLTRANSFERFILE.M.LPIA,sdg,128,0,0.0,"Proportion of youth and adults who have Transferred files between a computer and other devices, male, adjusted location parity index (LPIA)"
ICTSKILLCOPI.LPIA,sdg,77,0,0.0,"Proportion of youth and adults who have copied or moved a file or folder, adjusted location parity index (LPIA)"
ICTSKILLSOFTWARE.URB.GPIA,sdg,143,0,0.0,"Proportion of youth and adults who have found, downloaded, installed and configured software, urban, adjusted gender parity index (GPIA)"
CR.1.URB.M.WPIA,sdg,273,0,0.0,"Completion rate, primary education, urban, male, adjusted wealth parity index (WPIA)"
ICTSKILLPROGLANG.RUR,sdg,139,0,0.0,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, rural, both sexes (%)"
ICTSKILLSOFTWARE.AG25T74.M,sdg,216,0,0.0,"Proportion of youth and adults who have found, downloaded, installed and configured software, 25-74 years old, male (%)"
TATTRR.2,sdg,171,0,0.0,"Teacher attrition rate from lower secondary education, both sexes (%)"
TATTRR.1,sdg,306,0,0.0,"Teacher attrition rate from primary education, both sexes (%)"
PREPFUTURE.1.MATH,sdg,248,0,0.0,"Proportion of children/young people at the age of primary education prepared for the future in mathematics, both sexes (%)"
ICTSKILLATTACH.AG15T24.F,sdg,113,0,0.0,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), 15-24 years old, female (%)"
ROFST.H.3.URB.Q1.M,sdg,324,0,0.0,"Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, male (household survey data) (%)"
ICTSKILLCREAT.RUR.F,sdg,139,0,0.0,"Proportion of youth and adults who have created electronic presentations with presentation software, rural, female (%)"
ICTSKILLFORMULA.AG75OROVER.GPIA,sdg,51,0,0.0,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, 75 years old or over, adjusted gender parity index (GPIA)"
ICTSKILLCONNEC.URB.M,sdg,103,0,0.0,"Proportion of youth and adults who have connected and installed new devices, urban, male (%)"
TPROFD.2.M,sdg,152,0,0.0,"Percentage of teachers in lower secondary education who received in-service training in the last 12 months by type of trained, males"
FHLANGILP.LOWERSEC.M,sdg,263,0,0.0,"Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)"
MATH.PRIMARY.NPIA,sdg,137,0,0.0,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, adjusted native parity index (NPIA)"
READ.LOWERSEC.NONNATIVE,sdg,434,0,0.0,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, immigrant background, both sexes (%)"
EA.2T8.AG25T99.Q5.GPIA,sdg,101,0,0.0,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.Q5.GPIA,sdg,107,0,0.0,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
PREPFUTURE.2.MATH.F,sdg,403,0,0.0,"Proportion of children/young people at the age of lower secondary education prepared for the future in mathematics, female (%)"
ESG.LOWERSEC.NCOG.ENJO.RURAL,sdg,43,0,0.0,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, rural (%)"
EA.6T8.AG25T99.Q1,sdg,88,0,0.0,"Educational attainment rate, completed Bachelor's or equivalent education or higher, population 25+ years, poorest quintile, both sexes (%)"
ESG.LOWERSEC.GPIA,sdg,51,0,0.0,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – adjusted gender parity index (GPIA)
FHLANGILP.LOWERSEC.GPIA,sdg,263,0,0.0,"Percentage of students at the end of lower secondary education who have their first or home language as language of instruction, adjusted gender parity index (GPIA)"
DL,sdg,31,0,0.0,Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills (%)
PREPFUTURE.2.READ.F,sdg,392,0,0.0,"Proportion of children/young people at the age of lower secondary education prepared for the future in reading, female (%)"
ESG.LOWERSEC.NCOG.CONF.WPIA,sdg,54,0,0.0,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence – adjusted wealth parity index (WPIA)
READ.LOWERSEC.F,sdg,449,0,0.0,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, female (%)"
ESG.LOWERSEC.NCOG.ENJO.GPIA,sdg,54,0,0.0,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment – adjusted gender parity index (GPIA)
DL.F,sdg,31,0,0.0,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, female (%)"
ESG.LOWERSEC.NCOG.CONF,sdg,54,0,0.0,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension - Confidence, both sexes (%)"
EA.S1T8.AG25T99.Q5,sdg,106,0,0.0,"Educational attainment: at least some primary (ISCED 1), population 25+ years, richest quintile, both sexes (%)"
FHLANGILP.LOWERSEC.RUR,sdg,244,0,0.0,"Percentage of students in lower secondary education who have their first or home language as language of instruction, rural, both sexes (%)"
PREPFUTURE.2.MATH,sdg,430,0,0.0,"Proportion of children/young people at the age of lower secondary education prepared for the future in mathematics, both sexes (%)"
OAEPG.H.2.M.LPIA,sdg,120,0,0.0,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, male, adjusted location parity index (household survey data) (LPIA)"
MATH.G2T3.NATIVE,sdg,13,0,0.0,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, non-immigrant background, both sexes (%)"
EA.S1T8.AG25T99.M.WPIA,sdg,106,0,0.0,"Educational attainment: at least some primary (ISCED 1), population 25+ years, male, adjusted wealth parity index (WPIA)"
OAEPG.H.2.Q1.F.LPIA,sdg,96,0,0.0,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
TPROFD.2,sdg,153,0,0.0,"Percentage of teachers in lower secondary education who received in-service training in the last 12 months by type of trained, both sexes"
MATH.PRIMARY.NONLANGTEST,sdg,181,0,0.0,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, did not speak the language of the test at home, both sexes (%)"
EA.3T8.AG25T99.Q5.GPIA,sdg,97,0,0.0,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ICTSKILLSOFTWARE.RUR,sdg,145,0,0.0,"Proportion of youth and adults who have found, downloaded, installed and configured software, rural, both sexes (%)"
FHLANGILP.G2T3.HIGHSES,sdg,96,0,0.0,"Percentage of students in early grades who have their first or home language as language of instruction, very affluent socioeconomic background, both sexes (%)"
GAR.5T8.Q2.M,sdg,23,0,0.0,"Gross attendance ratio for tertiary education, second quintile, male (%)"
GAR.5T8.Q4.M,sdg,21,0,0.0,"Gross attendance ratio for tertiary education, fourth quintile, male (%)"
PER.BULLIED.1.LOWSES,sdg,119,0,0.0,"Percentage of students experiencing bullying in the last 12 months in primary education, low socio-economic status, both sexes (%)"
EA.3T8.AG25T99.F.WPIA,sdg,92,0,0.0,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, female, adjusted wealth parity index (WPIA)"
OAEPG.H.1.F.WPIA,sdg,107,0,0.0,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.1.Q1.LPIA,sdg,103,0,0.0,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ICTSKILLATTACH.AGUNDER15Y.M,sdg,67,0,0.0,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), under 15 years old, male (%)"
ICTSKILLCOPI.URB.F,sdg,72,0,0.0,"Proportion of youth and adults who have copied or moved a file or folder, urban, female (%)"
MATH.G2T3.NONNATIVE,sdg,13,0,0.0,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, immigrant background, both sexes (%)"
ICTSKILLCOPI.AG75OROVER.GPIA,sdg,29,0,0.0,"Proportion of youth and adults who have copied or moved a file or folder, 75 years old or over, adjusted gender parity index (GPIA)"
GAR.5T8.URB.Q3.M,sdg,21,0,0.0,"Gross attendance ratio for tertiary education, urban, middle quintile, male (%)"
ONTRACK.THREE.DOMAINS.M,sdg,84,0,0.0,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, male (%)"
YADULT.PROFINUMERACY.M,sdg,39,0,0.0,"Proportion of population achieving at least a fixed level of proficiency in functional numeracy skills, male (%)"
ICTSKILLATTACH.RUR.M,sdg,96,0,0.0,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), rural, male (%)"
ICTSKILLATTACH.URB.F,sdg,108,0,0.0,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), urban, female (%)"
YADULT.PROFILITERACY,sdg,42,0,0.0,"Proportion of population achieving at least a fixed level of proficiency in functional literacy skills, both sexes (%)"
ICTSKILLATTACH.AG15T24.M,sdg,113,0,0.0,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), 15-24 years old, male (%)"
